a3_code,scientific_name,species_family,species_order
DAL,Calliostoma turnerarum,Calliostomatidae,GASTROPODA
DAM,Diomedea amsterdamensis,Diomedeidae,PROCELLARIIFORMES
DAO,Dactyloscopus crossotus,Dactyloscopidae,OTHER PERCIFORMES
DAP,Dallia pectoralis,Umbridae,ESOCIFORMES
DAQ,Phoebastria albatrus,Diomedeidae,PROCELLARIIFORMES
DAR,Chrysoblephus cristiceps,Sparidae,PERCOIDEI
DAS,Clupanodon thrissa,Clupeidae,CLUPEIFORMES
DAT,Danionella translucida,Cyprinidae,CYPRINIFORMES
DAU,Dascyllus aruanus,Pomacentridae,PERCOIDEI
DAV,Danio devario,Cyprinidae,CYPRINIFORMES
DAW,Crepipatella orbiculata,Calyptraeidae,GASTROPODA
DAX,Crepipatella spp.,Calyptraeidae,GASTROPODA
DAY,Dactylopus dactylopus,Callionymidae,OTHER PERCIFORMES
DAZ,Hydrobates pelagicus,Hydrobatidae,PROCELLARIIFORMES
DBA,Dibranchus atlanticus,Ogcocephalidae,LOPHIIFORMES
DBB,Pseudolabrus biserialis,Labridae,PERCOIDEI
DBC,Caenopedina novaezealandiae,Pedinidae,ECHINOIDEA
DBD,Cuenotaster involutus,Solasteridae,ASTEROIDEA
DBE,Bolinichthys photothorax,Myctophidae,MYCTOPHIFORMES
DBF,Bolinichthys supralateralis,Myctophidae,MYCTOPHIFORMES
DBG,Drombus globiceps,Gobiidae,GOBIOIDEI
DBH,Centrobranchus nigroocellatus,Myctophidae,MYCTOPHIFORMES
DBI,Cepola pauciradiata,Cepolidae,PERCOIDEI
DBJ,Doryichthys boaja,Syngnathidae,SYNGNATHIFORMES
DBK,Oceanodroma leucorhoa,Hydrobatidae,PROCELLARIIFORMES
DBL,Bathophilus brevis,Stomiidae,STOMIIFORMES
DBM,Grammatorcynus bilineatus,Scombridae,SCOMBROIDEI
DBN,Diomedea dabbenena,Diomedeidae,PROCELLARIIFORMES
DBO,Tursiops truncatus,Delphinidae,ODONTOCETI
DBP,Bathophilus pawneei,Stomiidae,STOMIIFORMES
DBQ,Ceramaster patagonicus,Goniasteridae,ASTEROIDEA
DBR,Borostomias elucens,Stomiidae,STOMIIFORMES
DBS,Cantherhines dumerilii,Monacanthidae,TETRAODONTIFORMES
DBT,Cosmasterias dyscrita,Asteriidae,ASTEROIDEA
DBU,Dolabella auricularia,Dolabellidae,GASTROPODA
DBV,Dascyllus reticulatus,Pomacentridae,PERCOIDEI
DBW,Doryrhamphus baldwini,Syngnathidae,SYNGNATHIFORMES
DBX,Liocarcinus pusillus,Portunidae,BRACHYURA
DBY,Corythoichthys haematopterus,Syngnathidae,SYNGNATHIFORMES
DBZ,Tursiops aduncus,Delphinidae,ODONTOCETI
DCA,Deania calcea,Squalidae,SQUALIFORMES
DCC,Decapterus macrosoma,Carangidae,PERCOIDEI
DCD,Decapterus muroadsi,Carangidae,PERCOIDEI
DCE,Dictyosoma burgeri,Stichaeidae,ZOARCOIDEI
DCF,Pseudocoris aurantiofasciatus,Labridae,PERCOIDEI
DCG,Diancistrus longifilis,Bythitidae,OPHIDIIFORMES
DCI,Pseudocheilinops ataenia,Labridae,PERCOIDEI
DCJ,Dascyllus trimaculatus,Pomacentridae,PERCOIDEI
DCK,Decapterus kurroides,Carangidae,PERCOIDEI
DCL,Stenella clymene,Delphinidae,ODONTOCETI
DCM,Dolichallabes microphthalmus,Clariidae,SILURIFORMES
DCN,Decodon grandisquamis,Labridae,PERCOIDEI
DCO,Delphinus delphis,Delphinidae,ODONTOCETI
DCP,Natantia,,NATANTIA
DCQ,Doryrhamphus excisus,Syngnathidae,SYNGNATHIFORMES
DCR,Thalassarche chlororhynchos,Diomedeidae,PROCELLARIIFORMES
DCS,Distocambarus carlsoni,Cambaridae,REPTANTIA
DCT,Decapterus tabl,Carangidae,PERCOIDEI
DCU,Thalassarche cauta,Diomedeidae,PROCELLARIIFORMES
DCV,Pseudocheilinus evanidus,Labridae,PERCOIDEI
DCW,Chalceus macrolepidotus,CHARACIDAE,CHARACIFORMES
DCX,Clupeoidei - DCX,,CLUPEIFORMES
DCY,Diapteron cyanostictum,Aplocheilidae,CYPRINODONTIFORMES
DCZ,Delphinus capensis,Delphinidae,ODONTOCETI
DDA,Abudefduf sordidus,Pomacentridae,PERCOIDEI
DDB,Dendrochirus barberi,Scorpaenidae,SCORPAENIFORMES
DDC,Dondersia californica,Dondersiidae,APLACOPHORA
DDD,Abudefduf vaigiensis,Pomacentridae,PERCOIDEI
DDE,Cosmocampus retropinnis,Syngnathidae,SYNGNATHIFORMES
DDF,Dendostrea folium,Ostreidae,BIVALVIA
DDG,Deltadoras guayoensis,Doradidae,SILURIFORMES
DDH,Alepocephalus productus,Alepocephalidae,SALMONIFORMES
DDI,Dendrochirus biocellatus,Scorpaenidae,SCORPAENIFORMES
DDJ,Aphanopus microphthalmus,Trichiuridae,SCOMBROIDEI
DDK,Didogobius kochi,Gobiidae,GOBIOIDEI
DDL,Diodora listeri,Fissurelidae,GASTROPODA
DDM,Crossaster multispinus,Solasteridae,ASTEROIDEA
DDN,Cosmocampus investigatoris,Syngnathidae,SYNGNATHIFORMES
DDO,Dendostrea frons,Ostreidae,BIVALVIA
DDP,Muraenesox bagio,Muraenesocidae,ANGUILLIFORMES
DDQ,Chlorophthalmus punctatus,Chlorophthalmidae,AULOPIFORMES
DDR,Chimaera notafricana,Chimaeridae,CHIMAERIFORMES
DDS,Diadema setosum,Diadematidae,ECHINOIDEA
DDT,Bangana yunnanensis,Cyprinidae,CYPRINIFORMES
DDU,Lagenorhynchus obscurus,Delphinidae,ODONTOCETI
DDV,Bangana dero,Cyprinidae,CYPRINIFORMES
DDW,Anthias noeli,SERRANIDAE,PERCOIDEI
DDX,Dendropoma maximum,Vermetidae,GASTROPODA
DDY,Dendrochirus brachypterus,Scorpaenidae,SCORPAENIFORMES
DDZ,Dendrochirus zebra,Scorpaenidae,SCORPAENIFORMES
DEA,Dentex angolensis,Sparidae,PERCOIDEI
DEB,Denariusa bandata,Ambassidae,PERCOIDEI
DEC,Dentex dentex,Sparidae,PERCOIDEI
DED,Dermatolepis dermatolepis,Serranidae,PERCOIDEI
DEE,Derepodichthys alepidotus,Zoarcidae,ZOARCOIDEI
DEG,Dentalium agassizi,Dentaliidae,SCAPHOPODA
DEH,Dardanus arrosor,DIOGENIDAE,ANOMURA
DEI,Decatopecten amiculum,Pectinidae,BIVALVIA
DEJ,Desmophyllum dianthus,Caryophylliidae,ANTHOZOA
DEK,Cichla monoculus,CICHLIDAE,PERCOIDEI
DEL,Dentex macrophthalmus,Sparidae,PERCOIDEI
DEM,Dentex maroccanus,Sparidae,PERCOIDEI
DEN,Dentex canariensis,Sparidae,PERCOIDEI
DEO,Mesopristes elongatus,Terapontidae,PERCOIDEI
DEP,Dentex gibbosus,Sparidae,PERCOIDEI
DEQ,Deltentosteus quadrimaculatus,Gobiidae,GOBIOIDEI
DER,Thalassarche eremita,Diomedeidae,PROCELLARIIFORMES
DES,Glossanodon semifasciatus,Argentinidae,SALMONIFORMES
DET,Andersonia leptura,Amphiliidae,SILURIFORMES
DEU,Deltistes luxatus,Catostomidae,CYPRINIFORMES
DEV,Dermatolepis striolata,Serranidae,PERCOIDEI
DEW,Cichla orinocensis,CICHLIDAE,PERCOIDEI
DEX,Dentex spp.,Sparidae,PERCOIDEI
DEY,Rhithropanopeus harrisii,Xanthidae,BRACHYURA
DEZ,Brachynotus sexdentatus,Grapsidae,BRACHYURA
DFA,Daphnia carinata,Daphniidae,CLADOCERA
DFB,Daphnia brooksi,Daphniidae,CLADOCERA
DFC,Daphnia cephalata,Daphniidae,CLADOCERA
DFD,Cerdale floridana,Microdesmidae,GOBIOIDEI
DFE,Daphnia ephemeralis,Daphniidae,CLADOCERA
DFF,Duva florida,Alcyoniidae,ANTHOZOA
DFG,Daphnia quadrangulus,Daphniidae,CLADOCERA
DFH,Daphnia chilensis,Daphniidae,CLADOCERA
DFI,Daphnia similoides,Daphniidae,CLADOCERA
DFJ,Daphnia jollyi,Daphniidae,CLADOCERA
DFK,Daphnia hispanica,Daphniidae,CLADOCERA
DFL,Daphnia lumholtzi,Daphniidae,CLADOCERA
DFM,Daphnia mediterranea,Daphniidae,CLADOCERA
DFN,Daphnia nivalis,Daphniidae,CLADOCERA
DFO,Daphnia occidentalis,Daphniidae,CLADOCERA
DFP,Daphnia pusilla,Daphniidae,CLADOCERA
DFQ,Daphnia queenslandensis,Daphniidae,CLADOCERA
DFR,Daphnia gessneri,Daphniidae,CLADOCERA
DFS,Daphnia similis,Daphniidae,CLADOCERA
DFT,Daphnia cristata,Daphniidae,CLADOCERA
DFU,Daphnia australis,Daphniidae,CLADOCERA
DFV,Daphnia curvirostris,Daphniidae,CLADOCERA
DFW,Lepeophtheirus salmonis,Caligidae,COPEPODA
DFX,Diodora spp.,Fissurelidae,GASTROPODA
DFY,Dinophyceae,,DINOPHYCEAE
DFZ,Synodus dermatogenys,Synodontidae,AULOPIFORMES
DGA,Diogenichthys atlanticus,Myctophidae,MYCTOPHIFORMES
DGB,Paradiplogrammus bairdi,Callionymidae,OTHER PERCIFORMES
DGC,Synodus macrops,Synodontidae,AULOPIFORMES
DGD,Oceanodroma castro,HYDROBATIDAE,PROCELLARIIFORMES
DGF,Buccochromis notataenia,CICHLIDAE,PERCOIDEI
DGG,Diplogrammus goramensis,Callionymidae,OTHER PERCIFORMES
DGH,Squalidae, Scyliorhinidae,,SQUALIFORMES
DGI,Copadichromis spp.,CICHLIDAE,PERCOIDEI
DGJ,Dimidiochromis kiwinge,CICHLIDAE,PERCOIDEI
DGK,Serranus huascarii,SERRANIDAE,PERCOIDEI
DGL,Melamphaidae,MELAMPHAIDAE,BERYCIFORMES
DGM,Digenea simplex,Rhodomelaceae,RHODOPHYCEAE
DGO,Caligus elongatus,Caligidae,COPEPODA
DGP,Diagramma pictum,Haemulidae,PERCOIDEI
DGQ,Lepophidium negropinna,Ophidiidae,OPHIDIIFORMES
DGR,Diplotaxodon argenteus,CICHLIDAE,PERCOIDEI
DGS,Squalus acanthias,Squalidae,SQUALIFORMES
DGT,Diplogrammus pygmaeus,Callionymidae,OTHER PERCIFORMES
DGU,Diplotaxodon ecclesi,CICHLIDAE,PERCOIDEI
DGV,Acanthurus blochii,Acanthuridae,ACANTHUROIDEI
DGW,Acanthurus mata,Acanthuridae,ACANTHUROIDEI
DGX,Squalidae,Squalidae,SQUALIFORMES
DGY,Albula argentea,Albulidae,ALBULIFORMES
DGZ,Squalus spp.,Squalidae,SQUALIFORMES
DHA,Sousa teuszii,Delphinidae,ODONTOCETI
DHB,Himantura bleekeri,Dasyatidae,RAJIFORMES
DHC,Himantura chaophraya,Dasyatidae,RAJIFORMES
DHD,Himantura draco,Dasyatidae,RAJIFORMES
DHE,Himantura krempfi,Dasyatidae,RAJIFORMES
DHF,Himantura fai,Dasyatidae,RAJIFORMES
DHG,Himantura gerrardi,Dasyatidae,RAJIFORMES
DHH,Himantura schmardae,Dasyatidae,RAJIFORMES
DHI,Sousa chinensis,Delphinidae,ODONTOCETI
DHJ,Himantura jenkinsii,Dasyatidae,RAJIFORMES
DHK,Himantura alcockii,Dasyatidae,RAJIFORMES
DHL,Himantura undulata,Dasyatidae,RAJIFORMES
DHM,Himantura imbricata,Dasyatidae,RAJIFORMES
DHN,Himantura marginata,Dasyatidae,RAJIFORMES
DHO,Diodon holocanthus,Diodontidae,TETRAODONTIFORMES
DHP,Himantura pacifica,Dasyatidae,RAJIFORMES
DHQ,Diplodus bellottii,Sparidae,PERCOIDEI
DHR,Himantura granulata,Dasyatidae,RAJIFORMES
DHS,Himantura signifer,Dasyatidae,RAJIFORMES
DHT,Himantura toshi,Dasyatidae,RAJIFORMES
DHU,Himantura fluviatilis,Dasyatidae,RAJIFORMES
DHV,Himantura uarnak,Dasyatidae,RAJIFORMES
DHW,Himantura walga,Dasyatidae,RAJIFORMES
DHX,Himantura oxyrhynchus,Dasyatidae,RAJIFORMES
DHY,Diplodus prayensis,Sparidae,PERCOIDEI
DHZ,Dicologlossa hexophthalma,Soleidae,PLEURONECTIFORMES
DIA,Actinopterygii - DIA,,PISCES MISCELLANEA
DIB,Thalassarche bulleri,Diomedeidae,PROCELLARIIFORMES
DIC,Thalassarche chrysostoma,Diomedeidae,PROCELLARIIFORMES
DID,Dionda diaboli,Cyprinidae,CYPRINIFORMES
DIE,Dionda episcopa,Cyprinidae,CYPRINIFORMES
DIF,Diapoma speculiferum,Characidae,CHARACIFORMES
DIG,Diplodus argenteus,Sparidae,PERCOIDEI
DIH,Diplodus holbrooki,Sparidae,PERCOIDEI
DII,Discherodontus ashmeadi,Cyprinidae,CYPRINIFORMES
DIJ,Diplodus fasciatus,Sparidae,PERCOIDEI
DIK,Dischistodus chrysopoecilus,Pomacentridae,PERCOIDEI
DIL,Diptychus maculatus,Cyprinidae,CYPRINIFORMES
DIM,Thalassarche melanophrys,Diomedeidae,PROCELLARIIFORMES
DIN,Diopatra neapolitana,Onuphidae,POLYCHAETA
DIO,Diodontidae,Diodontidae,TETRAODONTIFORMES
DIP,Diomedea epomophora,Diomedeidae,PROCELLARIIFORMES
DIQ,Diomedea sanfordi,Diomedeidae,PROCELLARIIFORMES
DIR,Cardisoma hirtipes,Gecarcinidae,BRACHYURA
DIT,Distoechodon tumirostris,Cyprinidae,CYPRINIFORMES
DIU,Distichodus affinis,Distichodontidae,CHARACIFORMES
DIV,Disparichthys fluviatilis,Carapidae,OPHIDIIFORMES
DIW,Diomedea gibsoni,Diomedeidae,PROCELLARIIFORMES
DIX,Diomedea exulans,Diomedeidae,PROCELLARIIFORMES
DIY,Diodon hystrix,Diodontidae,TETRAODONTIFORMES
DIZ,Phoebastria immutabilis,Diomedeidae,PROCELLARIIFORMES
DJA,Davidijordania abei,Zoarcidae,ZOARCOIDEI
DJB,Modiolus barbatus,Mytilidae,BIVALVIA
DJC,Donacilla cornea,Mesodesmatidae,BIVALVIA
DJD,Modiolus adriaticus,Mytilidae,BIVALVIA
DJE,Modiolus eiseni,Mytilidae,BIVALVIA
DJF,Modiolus philippinarum,Mytilidae,BIVALVIA
DJG,Diacanthurus rubricatus,Paguridae,ANOMURA
DJH,Modiolus rhomboideus,Mytilidae,BIVALVIA
DJI,Modiolus americanus,Mytilidae,BIVALVIA
DJJ,Abudefduf taurus,Pomacentridae,PERCOIDEI
DJK,Modiolus kurilensis,Mytilidae,BIVALVIA
DJL,Cardisoma longipes,Gecarcinidae,BRACHYURA
DJM,Modiolus metcalfei,Mytilidae,BIVALVIA
DJN,Modiolus nitens,Mytilidae,BIVALVIA
DJO,Modiolus modiolus,Mytilidae,BIVALVIA
DJP,Acentronura tentaculata,Syngnathidae,SYNGNATHIFORMES
DJQ,Modiolus squamosus,Mytilidae,BIVALVIA
DJR,Cardisoma rotundum,Gecarcinidae,BRACHYURA
DJS,Acropoma japonicum,Acropomatidae,PERCOIDEI
DJU,Modiolus rectus,Mytilidae,BIVALVIA
DJV,Pseudojuloides atavai,Labridae,PERCOIDEI
DJW,Diplotaxodon limnothrissa,CICHLIDAE,PERCOIDEI
DJX,Modiolus capax,Mytilidae,BIVALVIA
DJY,Nimbochromis polystigma,CICHLIDAE,PERCOIDEI
DJZ,Rhamphochromis longiceps,CICHLIDAE,PERCOIDEI
DKA,Opsaridium microcephalum,CYPRINIDAE,CYPRINIFORMES
DKB,Dichelopandalus bonnieri,Pandalidae,NATANTIA
DKC,Tridacna crocea,Tridacnidae,BIVALVIA
DKD,Decatopecten radula,Pectinidae,BIVALVIA
DKE,Enteromius litamba,CYPRINIDAE,CYPRINIFORMES
DKF,Danakilia franchettii,Cichlidae,PERCOIDEI
DKG,Distichodus mossambicus,DISTICHODONTIDAE,CHARACIFORMES
DKH,Larus michahellis,LARIDAE,CHARADRIIFORMES
DKI,Aythya fuligula,Anatidae,ANSERIFORMES
DKJ,Aythya marila,Anatidae,ANSERIFORMES
DKK,Dermochelys coriacea,Dermochelyidae,TESTUDINES
DKL,Himantura leoparda,Dasyatidae,RAJIFORMES
DKM,Mylossoma albiscopum,CHARACIDAE,CHARACIFORMES
DKN,Phoebastria nigripes,Diomedeidae,PROCELLARIIFORMES
DKO,Distichodus shenga,DISTICHODONTIDAE,CHARACIFORMES
DKP,Diodon liturosus,Diodontidae,TETRAODONTIFORMES
DKQ,Synodontis nebulosus,MOCHOKIDAE,SILURIFORMES
DKR,Dinocardium robustum,Cardiidae,BIVALVIA
DKS,Thalassarche salvini,Diomedeidae,PROCELLARIIFORMES
DKT,Bembrops greyi,Percophidae,TRACHINOIDEI
DKU,Bembrops heterurus,Percophidae,TRACHINOIDEI
DKV,Uroconger syringinus,Congridae,ANGUILLIFORMES
DKW,Panturichthys longus,Heterenchelyidae,ANGUILLIFORMES
DKX,Tridacna maxima,Tridacnidae,BIVALVIA
DKY,Panturichthys mauritanicus,Heterenchelyidae,ANGUILLIFORMES
DKZ,Dermechinus horridus,Echinidae,ECHINOIDEA
DLA,Diplectrum pacificum,Serranidae,PERCOIDEI
DLB,Diploprion bifasciatum,Serranidae,PERCOIDEI
DLC,Modiolus auriculatus,Mytilidae,BIVALVIA
DLD,Diplectrum radiale,Serranidae,PERCOIDEI
DLE,Pythonichthys macrurus,Heterenchelyidae,ANGUILLIFORMES
DLF,Dolichosudis fuliginosa,Paralepididae,AULOPIFORMES
DLG,Pogonophryne dolichobranchiata,Artedidraconidae,PERCOIDEI
DLH,Pythonichthys microphthalmus,Heterenchelyidae,ANGUILLIFORMES
DLI,Enchelycore nigricans,Muraenidae,ANGUILLIFORMES
DLJ,Gymnothorax mareei,Muraenidae,ANGUILLIFORMES
DLK,Diplectrum labarum,Serranidae,PERCOIDEI
DLL,Dolloidraco longedorsalis,Artedidraconidae,PERCOIDEI
DLM,Diplectrum macropoma,Serranidae,PERCOIDEI
DLN,Pandalus nipponensis,Pandalidae,NATANTIA
DLP,Delphinidae,Delphinidae,ODONTOCETI
DLQ,Modiolus aratus,Mytilidae,BIVALVIA
DLS,Pandalus amplus,Pandalidae,NATANTIA
DLT,Diplospinus multistriatus,Gempylidae,SCOMBROIDEI
DLU,Dialommus fuscus,Labrisomidae,OTHER PERCIFORMES
DLV,Duopalatinus peruanus,PIMELODIDAE,SILURIFORMES
DLW,Dinolestes lewini,Dinolestidae,PERCOIDEI
DLX,Diplectrum maximum,Serranidae,PERCOIDEI
DLY,Diplectrum euryplectrum,Serranidae,PERCOIDEI
DLZ,Dolioletta spp.,Doliolidae,THALIACEA
DMA,Abudefduf sexfasciatus,Pomacentridae,PERCOIDEI
DMB,Acanthurus leucosternon,Acanthuridae,ACANTHUROIDEI
DMC,Dimidiochromis compressiceps,Cichlidae,PERCOIDEI
DMD,Dinematichthys dasyrhynchus,Bythitidae,OPHIDIIFORMES
DME,Dromia personata,Dromiidae,BRACHYURA
DMF,Apletodon pellegrini,Gobiesocidae,GOBIESOCIFORMES
DMG,Dipsacaster magnificus,Astropectinidae,ASTEROIDEA
DMH,Alsidium helminthochorton,Rhodomelaceae,RHODOPHYCEAE
DMI,Dermatolepis inermis,Serranidae,PERCOIDEI
DMJ,Docimodus johnstoni,Cichlidae,PERCOIDEI
DMK,Adamussium colbecki,Pectinidae,BIVALVIA
DML,Mormyrops anguilloides,MORMYRIDAE,OSTEOGLOSSIFORMES
DMM,Dormitator maculatus,Eleotridae,GOBIOIDEI
DMN,Mormyrus longirostris,MORMYRIDAE,OSTEOGLOSSIFORMES
DMO,Demospongiae,,DEMOSPONGIAE
DMQ,Bagarius yarrelli,Sisoridae,SILURIFORMES
DMR,Schilbeidae,SCHILBEIDAE,SILURIFORMES
DMS,Dinematichthys iluocoeteoides,Bythitidae,OPHIDIIFORMES
DMT,Coloconger cadenati,Colocongridae,ANGUILLIFORMES
DMU,Ariosoma anale,Congridae,ANGUILLIFORMES
DMV,Ditrema viridis,Embiotocidae,PERCOIDEI
DMW,Austrofusus chathamensis,Buccinidae,GASTROPODA
DMX,Austrofusus spp.,Buccinidae,GASTROPODA
DMY,Allocyttus guineensis,Oreosomatidae,ZEIFORMES
DMZ,Squatina armata,SQUATINIDAE,SQUATINIFORMES
DNA,Deania spp.,Squalidae,SQUALIFORMES
DNB,Nematalosa arabica,Clupeidae,CLUPEIFORMES
DNC,Dentex congoensis,Sparidae,PERCOIDEI
DND,Daphnia deserti,Daphniidae,CLADOCERA
DNE,Donax deltoides,Donacidae,BIVALVIA
DNF,Daphniidae,Daphniidae,CLADOCERA
DNG,Daphnia galeata,Daphniidae,CLADOCERA
DNH,Nematalosa persara,Clupeidae,CLUPEIFORMES
DNI,Donax vittatus,Donacidae,BIVALVIA
DNJ,Dosinia japonica,Veneridae,BIVALVIA
DNK,Dosinia dunkeri,Veneridae,BIVALVIA
DNL,Dianema longibarbis,Callichthyidae,SILURIFORMES
DNM,Daphnia magna,Daphniidae,CLADOCERA
DNN,Nematalosa resticularia,Clupeidae,CLUPEIFORMES
DNO,Daphnia longispina,Daphniidae,CLADOCERA
DNP,Dinoperca petersi,Dinopercidae,PERCOIDEI
DNQ,Callithamnion corymbosum,CALLITHAMNIACEAE,RHODOPHYTA
DNR,Daphnia retrocurva,Daphniidae,CLADOCERA
DNS,Donax rugosus,Donacidae,BIVALVIA
DNT,Donax striatus,Donacidae,BIVALVIA
DNU,Daphnia dubia,Daphniidae,CLADOCERA
DNV,Daphnia parvula,Daphniidae,CLADOCERA
DNW,Daphnia catawba,Daphniidae,CLADOCERA
DNX,Daphnia pulex,Daphniidae,CLADOCERA
DNY,Donax venustus,Donacidae,BIVALVIA
DNZ,Cephalosilurus apurensis,PSEUDOPIMELODIDAE,SILURIFORMES
DOA,Pseudocepola taeniosoma,Cepolidae,PERCOIDEI
DOB,Chirocentrus dorab,Chirocentridae,CLUPEIFORMES
DOC,Polititapes durus,Veneridae,BIVALVIA
DOD,Konosirus punctatus,Clupeidae,CLUPEIFORMES
DOE,Trisidos semitorta,Arcidae,BIVALVIA
DOF,Semimytilus algosus,Mytilidae,BIVALVIA
DOG,Donax gouldii,Donacidae,BIVALVIA
DOH,Dormitator lebretonis,Eleotridae,GOBIOIDEI
DOI,Dosinia lupinus,Veneridae,BIVALVIA
DOJ,Fucus distichus,FUCACEAE,PHAEOPHYCEAE
DOK,Cladosiphon okamuranus,Chordariaceae,PHAEOPHYCEAE
DOL,Coryphaena hippurus,Coryphaenidae,PERCOIDEI
DOM,Dormitator latifrons,Eleotridae,GOBIOIDEI
DON,Donax spp.,Donacidae,BIVALVIA
DOO,Trisidos tortuosa,Arcidae,BIVALVIA
DOP,Squalus megalops,Squalidae,SQUALIFORMES
DOQ,Geothelphusa candidiensis,POTAMIDAE,BRACHYURA
DOR,Dosinia orbignyi,Veneridae,BIVALVIA
DOS,Chirocentrus spp.,Chirocentridae,CLUPEIFORMES
DOT,Gymnosarda unicolor,Scombridae,SCOMBROIDEI
DOU,Dicotylichthys punctulatus,Diodontidae,TETRAODONTIFORMES
DOV,Donax variegatus,Donacidae,BIVALVIA
DOW,Skenea profunda,Trochidae,GASTROPODA
DOX,Coryphaenidae,Coryphaenidae,PERCOIDEI
DOY,Turtonia minuta,VENERIDAE,BIVALVIA
DOZ,Cyphocharax magdalenae,CURIMATIDAE,CHARACIFORMES
DPA,Dinotopterus atribranchus,Clariidae,SILURIFORMES
DPB,Diaphus bertelseni,Myctophidae,MYCTOPHIFORMES
DPC,Muraenesox cinereus,Muraenesocidae,ANGUILLIFORMES
DPD,Dolopichthys danae,Oneirodidae,LOPHIIFORMES
DPE,Diaphus effulgens,Myctophidae,MYCTOPHIFORMES
DPF,Diaphus rafinesquii,Myctophidae,MYCTOPHIFORMES
DPG,Pterodoras granulosus,Doradidae,SILURIFORMES
DPH,Pseudodoras holdeni,Doradidae,SILURIFORMES
DPI,Diaphus mollis,Myctophidae,MYCTOPHIFORMES
DPJ,Diaphus termophilus,Myctophidae,MYCTOPHIFORMES
DPK,Phoebastria irrorata,Diomedeidae,PROCELLARIIFORMES
DPL,Diaphus lucidus,Myctophidae,MYCTOPHIFORMES
DPM,Diplophos maderensis,Gonostomatidae,STOMIIFORMES
DPN,Stenella attenuata,Delphinidae,ODONTOCETI
DPO,Diaphus holti,Myctophidae,MYCTOPHIFORMES
DPP,Diaphus metopoclampus,Myctophidae,MYCTOPHIFORMES
DPQ,Dipturus innominatus,Rajidae,RAJIFORMES
DPR,Discordipinna griessingeri,Gobiidae,GOBIOIDEI
DPS,Parapenaeus longirostris,Penaeidae,NATANTIA
DPT,Diplophos taenia,Gonostomatidae,STOMIIFORMES
DPU,Diaphus dumerilii,Myctophidae,MYCTOPHIFORMES
DPV,Zearaja chilensis,Rajidae,RAJIFORMES
DPX,Perciformes,,PISCES MISCELLANEA
DPY,Diaphus brachycephalus,Myctophidae,MYCTOPHIFORMES
DPZ,Doraops zuloagai,Doradidae,SILURIFORMES
DQA,Diaphus garmani,Myctophidae,MYCTOPHIFORMES
DQB,Diaphus perspicillatus,Myctophidae,MYCTOPHIFORMES
DQC,Diaphus splendidus,Myctophidae,MYCTOPHIFORMES
DQD,Diaphus taaningi,Myctophidae,MYCTOPHIFORMES
DQE,Afruca tangeri,OCYPODIDAE,BRACHYURA
DQF,Desmarestia aculeata,DESMARESTIACEAE,PHAEOPHYCEAE
DQG,Agaricia agaricites,AGARICIIDAE,ANTHOZOA
DQH,Pusillina tumidula,Rissooidae,GASTROPODA
DQI,Agaricia fragilis,AGARICIIDAE,ANTHOZOA
DQJ,Agaricia lamarcki,AGARICIIDAE,ANTHOZOA
DQK,Agaricia tenuifolia,AGARICIIDAE,ANTHOZOA
DQL,Lycenchelys hureaui,ZOARCIDAE,ZOARCOIDEI
DQM,Synodus jaculum,Synodontidae,AULOPIFORMES
DQN,Jaera albifrons,JANIRIDAE,ISOPODA
DQO,Idotea balthica,IDOTEIDAE,ISOPODA
DQP,Taractichthys spp.,Bramidae,PERCOIDEI
DQQ,Podiceps nigricollis,PODICIPEDIDAE,PODICIPEDIFORMES
DQR,Idotea pelagica,IDOTEIDAE,ISOPODA
DQS,Diomedea antipodensis,Diomedeidae,PROCELLARIIFORMES
DQT,Panaque titan,LORICARIIDAE,SILURIFORMES
DQU,Panaque cochliodon,LORICARIIDAE,SILURIFORMES
DQW,Idotea granulosa,IDOTEIDAE,ISOPODA
DQX,Dorosoma spp.,Clupeidae,CLUPEIFORMES
DQY,Isochrysis galbana,ISOCHRYSIDACEAE,PLANTAE AQUATICAE MISCELLANEA
DQZ,Benthodesmus simonyi,TRICHIURIDAE,SCOMBROIDEI
DRA,Luidia sarsii,Luidiidae,ASTEROIDEA
DRB,Draculo shango,Callionymidae,OTHER PERCIFORMES
DRC,Draculo celetus,Callionymidae,OTHER PERCIFORMES
DRD,Rhinodoras dorbignyi,Doradidae,SILURIFORMES
DRE,Doratonotus megalepis,Labridae,PERCOIDEI
DRF,Ariomma melanum,Ariommatidae,STROMATEOIDEI, ANABANTOIDEI
DRG,Anadara senegalensis,Arcidae,BIVALVIA
DRH,Dromia erythropus,Dromiidae,BRACHYURA
DRI,Ariomma indica,Ariommatidae,STROMATEOIDEI, ANABANTOIDEI
DRJ,Dipturus intermedius,Rajidae,RAJIFORMES
DRK,Ariomma spp.,Ariommatidae,STROMATEOIDEI, ANABANTOIDEI
DRL,Drepane longimana,Drepaneidae,PERCOIDEI
DRM,Dicrossus maculatus,Cichlidae,PERCOIDEI
DRN,Draconetta xenica,Draconettidae,OTHER PERCIFORMES
DRO,Dromia dormia,Dromiidae,BRACHYURA
DRP,Dreissena polymorpha,Dreissenidae,BIVALVIA
DRQ,Crossaster papposus,Solasteridae,ASTEROIDEA
DRR,Grampus griseus,Delphinidae,ODONTOCETI
